ID,Name,Description,Contributor,Citation,Examples_Count
glossa5285,A morpheme introducing degrees and its impact on argument structure: The Taiwanese Southern Min U,,"Liu, Chen-Sheng Luther","Liu, Chen-Sheng Luther. 2020. A morpheme introducing degrees and its impact on argument structure: The Taiwanese Southern Min U. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",122
glossa5286,The processing of subject pronouns in highly proficient L2 speakers of English,,"Contemori, Carla and Dussias, Paola E.","Contemori, Carla and Dussias, Paola E. 2020. The processing of subject pronouns in highly proficient L2 speakers of English. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",6
glossa5287,Possession and nominalization in Dan: Evidence for a general theory of categories,,"Baker, Mark C. and Gondo, Bleu Gildas","Baker, Mark C. and Gondo, Bleu Gildas. 2020. Possession and nominalization in Dan: Evidence for a general theory of categories. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",85
glossa5288,Gender diversity and morphosyntax: An account of singular they,,"Konnelly, Lex and Cowper, Elizabeth","Konnelly, Lex and Cowper, Elizabeth. 2020. Gender diversity and morphosyntax: An account of singular they. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5289,The semantics of Spanish compounding: An analysis of NN compounds in the Parallel Architecture,,"Toquero-Pérez, Luis Miguel","Toquero-Pérez, Luis Miguel. 2020. The semantics of Spanish compounding: An analysis of NN compounds in the Parallel Architecture. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",6
glossa5290,A split approach to the selection of allomorphs: Vowel length alternating allomorphy in Dutch,,"De Belder, Marijke","De Belder, Marijke. 2020. A split approach to the selection of allomorphs: Vowel length alternating allomorphy in Dutch. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",70
glossa5291,On the syntax of object pronouns in Old English and Early Middle English,,"De Bastiani, Chiara and Hinterhölzl, Roland","De Bastiani, Chiara and Hinterhölzl, Roland. 2020. On the syntax of object pronouns in Old English and Early Middle English. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",20
glossa5292,Complementizer agreement is not allomorphy: A reply to Weisser (2019),,"van Alem, Astrid","van Alem, Astrid. 2020. Complementizer agreement is not allomorphy: A reply to Weisser (2019). Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",26
glossa5293,Challenges in detecting evolutionary forces in language change using diachronic corpora,,"Karjus, Andres and Blythe, Richard A. and Kirby, Simon and Smith, Kenny","Karjus, Andres and Blythe, Richard A. and Kirby, Simon and Smith, Kenny. 2020. Challenges in detecting evolutionary forces in language change using diachronic corpora. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5294,Gapping is not only low coordination,,"Kalinin, Aleksandr","Kalinin, Aleksandr. 2020. Gapping is not only low coordination. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",23
glossa5295,Contrastive focus reduplication and the modification puzzle,,"Bross, Fabian and Fraser, Katherine","Bross, Fabian and Fraser, Katherine. 2020. Contrastive focus reduplication and the modification puzzle. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",18
glossa5296,Rhotic underspecification: Deriving variability and arbitrariness through phonological representations,,"Natvig, David","Natvig, David. 2020. Rhotic underspecification: Deriving variability and arbitrariness through phonological representations. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",2
glossa5297,"Causal necessity, causal sufficiency, and the implications of causative verbs",,"Nadathur, Prerna and Lauer, Sven","Nadathur, Prerna and Lauer, Sven. 2020. Causal necessity, causal sufficiency, and the implications of causative verbs. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5298,What type of subjectivity lies behind French causal connectives? A corpus-based comparative investigation of car and parce que,,"Blochowiak, Joanna and Grisot, Cristina and Degand, Liesbeth","Blochowiak, Joanna and Grisot, Cristina and Degand, Liesbeth. 2020. What type of subjectivity lies behind French causal connectives? A corpus-based comparative investigation of car and parce que. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",5
glossa5299,"Verum focus is verum, not focus: Cross-linguistic evidence",,"Gutzmann, Daniel and Hartmann, Katharina and Matthewson, Lisa","Gutzmann, Daniel and Hartmann, Katharina and Matthewson, Lisa. 2020. Verum focus is verum, not focus: Cross-linguistic evidence. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",118
glossa5300,"Vestigial ergativity in Shughni: At the intersection of alignment, clitic doubling, and feature-driven movement",,"Parker, Clinton","Parker, Clinton. 2020. Vestigial ergativity in Shughni: At the intersection of alignment, clitic doubling, and feature-driven movement. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",45
glossa5301,D and N are different nominalizers,,"Iordăchioaia, Gianina","Iordăchioaia, Gianina. 2020. D and N are different nominalizers. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",34
glossa5302,Mandative verbs and deontic modals in Russian: Between obligatory control and overt embedded subjects,,"Burukina, Irina","Burukina, Irina. 2020. Mandative verbs and deontic modals in Russian: Between obligatory control and overt embedded subjects. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",107
glossa5303,Null/overt subject alternations in L2 Spanish and L2 Greek,,"Margaza, Panagiota and Gavarró, Anna","Margaza, Panagiota and Gavarró, Anna. 2020. Null/overt subject alternations in L2 Spanish and L2 Greek. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",20
glossa5304,Unlearnable phonotactics,,"Avcu, Enes and Hestvik, Arild","Avcu, Enes and Hestvik, Arild. 2020. Unlearnable phonotactics. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5305,Signs activate their written word translation in deaf adults: An ERP study on cross-modal co-activation in German Sign Language,,"Hosemann, Jana and Mani, Nivedita and Herrmann, Annika and Steinbach, Markus and Altvater-Mackensen, Nicole","Hosemann, Jana and Mani, Nivedita and Herrmann, Annika and Steinbach, Markus and Altvater-Mackensen, Nicole. 2020. Signs activate their written word translation in deaf adults: An ERP study on cross-modal co-activation in German Sign Language. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5306,"Adjectives exist, adjectivisers do not: a bicategorial typology",,"Mitrović, Moreno and Panagiotidis, Phoevos","Mitrović, Moreno and Panagiotidis, Phoevos. 2020. Adjectives exist, adjectivisers do not: a bicategorial typology. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",12
glossa5307,Reconsidering variation and change in the Medieval French subject system,,"Wolfe, Sam","Wolfe, Sam. 2020. Reconsidering variation and change in the Medieval French subject system. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",34
glossa5308,Inside out: A note on the hierarchical update of nominal modifiers,,"Schlenker, Philippe","Schlenker, Philippe. 2020. Inside out: A note on the hierarchical update of nominal modifiers. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",27
glossa5309,Fronting in Old Spanish,,"Batllori, Montserrat and Sitaridou, Ioanna","Batllori, Montserrat and Sitaridou, Ioanna. 2020. Fronting in Old Spanish. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",194
glossa5310,Facilitator effects in middles and more,,"Newman, Elise","Newman, Elise. 2020. Facilitator effects in middles and more. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",42
glossa5311,Object marking in German Sign Language (Deutsche Gebärdensprache): Differential object marking and object shift in the visual modality,,"Bross, Fabian","Bross, Fabian. 2020. Object marking in German Sign Language (Deutsche Gebärdensprache): Differential object marking and object shift in the visual modality. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",26
glossa5312,The why-how alternation and a new test for sentential negation—on negated how-questions,,"Bross, Fabian","Bross, Fabian. 2020. The why-how alternation and a new test for sentential negation—on negated how-questions. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",2
glossa5313,"Agreement, disagreement and the NP vs. DP debate",,"Van Eynde, Frank","Van Eynde, Frank. 2020. Agreement, disagreement and the NP vs. DP debate. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",41
glossa5314,Phonetics and phonology of schwa insertion in Central Yiddish,,"Garellek, Marc","Garellek, Marc. 2020. Phonetics and phonology of schwa insertion in Central Yiddish. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5315,On the historical source of a ~ u alternations in Dëne Sųłıné optative paradigms,,"Jaker, Alessandro","Jaker, Alessandro. 2020. On the historical source of a ~ u alternations in Dëne Sųłıné optative paradigms. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5316,Functional structure in the noun phrase: revisiting Hebrew nominals,,"Preminger, Omer","Preminger, Omer. 2020. Functional structure in the noun phrase: revisiting Hebrew nominals. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",16
glossa5317,The third person gap in adnominal pronoun constructions,,"Höhn, Georg F. K.","Höhn, Georg F. K. 2020. The third person gap in adnominal pronoun constructions. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",46
glossa5318,Object focus marking in Spanish: An investigation using three tasks,,"Hoot, Bradley and Leal, Tania and Destruel, Emilie","Hoot, Bradley and Leal, Tania and Destruel, Emilie. 2020. Object focus marking in Spanish: An investigation using three tasks. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",14
glossa5319,Anaphora resolution and word-order across adulthood: Ageing effects on online listening comprehension,,"Fotiadou, Georgia and Muñoz, Ana I. Pérez and Tsimpli, Ianthi Maria","Fotiadou, Georgia and Muñoz, Ana I. Pérez and Tsimpli, Ianthi Maria. 2020. Anaphora resolution and word-order across adulthood: Ageing effects on online listening comprehension. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",8
glossa5320,The effect of three basic task features on the sensitivity of acceptability judgment tasks,,"Marty, Paul and Chemla, Emmanuel and Sprouse, Jon","Marty, Paul and Chemla, Emmanuel and Sprouse, Jon. 2020. The effect of three basic task features on the sensitivity of acceptability judgment tasks. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5321,Bilingual phonology in dichotic perception: A case study of Malayalam and English voicing,,"Mandal, Sayantan and Best, Catherine T. and Shaw, Jason and Cutler, Anne","Mandal, Sayantan and Best, Catherine T. and Shaw, Jason and Cutler, Anne. 2020. Bilingual phonology in dichotic perception: A case study of Malayalam and English voicing. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5322,Not as you R: Adapting the French rhotic into Berber,,"Lahrouchi, Mohamed","Lahrouchi, Mohamed. 2020. Not as you R: Adapting the French rhotic into Berber. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",0
glossa5323,Microparametric variation in the syntax of Spanish and Greek pronominal subjects,,"Giannakou, Aretousa and Sitaridou, Ioanna","Giannakou, Aretousa and Sitaridou, Ioanna. 2020. Microparametric variation in the syntax of Spanish and Greek pronominal subjects. Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",10
glossa5324,Gender flip and person marking in Benchnon (North Omotic),,"Baerman, Matthew","Baerman, Matthew. 2020. Gender flip and person marking in Benchnon (North Omotic). Glossa: a journal of general linguistics 5(1). Open Library of Humanities.",22
